"stt","mamh","tenmh","tenmh_en","sotc","lt","th","loaimonhoc","semester","is_open","management_unit","description","mamh_old","equivalent_mh","prerequisite_mh","previous_mh"
"641","IS210","Hệ quản trị cơ sở dữ liệu","Database Management Systems","4","3","1","CSN","","True","HTTT","Môn học trình bày các khái niệm cơ bản về các hệ quản trị cơ sở dữ liệu (HQTCSDL): kiến trúc hệ quản trị, quản lý instance, quản lý cấu hình, tổ chức, lưu trữ, phân quyền, giao tác, các khái niệm và kỹ thuật liên quan đến quản trị và lập trình, các cơ chế quản lý truy xuất đồng thời, an toàn và khôi phục dữ liệu sau sự cố, tối ưu hoá câu truy vấn. Mỗi nội dung trình bày giải pháp cài đặt cụ thể của chúng trên HQTCSDL thương mại MS SQL Server, DB2, Oracle, MySQL,…","","","","IT004"
"642","IS211","Cơ sở dữ liệu phân tán","Distributed Databases","4","3","1","CN","","True","HTTT","Môn học cung cấp các kiến thức về nguyên lý thiết kế cơ sở dữ liệu phân tán, quản lý giao tác, điều khiển tương tranh và phục hồi dữ liệu... Trên cơ sở này, người học có thể nắm vững phương pháp thiết kế cơ sở dữ liệu phân tán, giải quyết được vấn đề về quản lý giao dịch, đặc trưng và các tính chất giao dịch. Cũng như, hiểu được các thuật toán điều khiển tương tranh, phục hồi dữ liệu nhằm ứng dụng vào thực tế và nghiên cứu. Đồng thời vận dụng được kỹ thuật xử lý phân tán và cách triển khai CSDL phân tán bằng Oracle/MS SQL Server.","","IE103","","IT004
IT005"
"643","IS212","Thực tập tốt nghiệp","Internship","3","3","0","TTTN","","True","HTTT","Sinh viên bắt buộc phải đi thực tập thực tế tại các doanh nghiệp và thực hiện báo cáo thực tập nộp về Khoa.","","","",""
"644","IS213","Đồ án xây dựng một hệ thống thông tin","Information system development","3","3","0","ĐA","","True","HTTT","","","","",""
"645","IS214","Thiết kế cơ sở dữ liệu","Database design","4","3","1","CN","","True","HTTT","","","","",""
"646","IS215","Thiết kế hướng đối tượng với UML","Object-Oriented Analysis and Design with UML","4","3","1","CSN","","True","HTTT","Môn học trình bày các kiến thức về việc phân tích thiết kế hệ thống thông tin theo
hướng đối tượng. Nội dung chính gồm:
\- Các nguyên lý nền tảng và các khái niệm cơ bản về hướng đối tượng: sự trừu
tượng, tính bao bọc, tính kế thừa và tính đa hình.
\- Tổng quan về ngôn ngữ mô hình hóa thống nhất (UML).
\- Phương pháp phân tích thiết kế hệ thống theo hướng đối tượng: Phát triển hệ thống
từ các mô hình use case được xem như là một mô hình phân tích nhằm biểu diễn
đầy đủ yêu cầu hệ thống.","","","","IT002
IT004"
"775","MM104","Viết nội dung đa phương tiện","Strategic Multimedia Writing","3","3","0","CSN","","True","CNPM","","","","",""
"776","MM105","Nhập môn kỹ thuật sản xuất nội dung đa phương tiện","Introduction to Multimedia Production","3","2","1","CSN","","True","CNPM","","","","",""
"647","IS216","Lập trình Java","Programming with Java","4","3","1","CSN","","True","HTTT","Giới thiệu những khái niệm cơ bản của ngôn ngữ Java, sử dụng các công nghệ Java trong việc lập trình ứng dụng, trong đó chủ yếu tập trung vào công nghệ Java phía server. Nội dung chính của môn học bao gồm các khái niệm cơ bản trong lập trình Java, Giới thiệu về nguyên lý lập trình (cách trao đổi thông tin) giữa Client và Server trong java, ngôn ngữ lập trình web động java với trình quản trị CSDL SQL Server hoặc MySQL, kỹ thuật lập trình Ajax trong Java; một số Framework hỗ trợ viết web bằng Java. Cách thức thiết kế, lập trình và triển khai các ứng dụng cơ sở dữ liệu dùng web động và mô hình lập trình MVC.","","","","IT004"
"648","IS217","Kho dữ liệu và OLAP","Data Warehouse and OLAP","3","3","0","CN","","True","HTTT","Môn học trang bị kiến thức cơ sở, nâng cao về kho dữ liệu và các phương pháp phân tích, thiết kế kho dữ liệu, các mô hình dữ liệu đa chiều, ngôn ngữ truy vấn cơ sở dữ liệu đa chiều để xây dựng các ứng dụng thực tế cho doanh nghiệp. Bên cạnh đó, sinh viên còn được trang bị các kỹ năng mô phỏng CSDL dạng khối, kỹ năng phân tích dữ liệu đa chiều, khai phá dữ liệu, kỹ năng trích xuất, biến đổi và nạp dữ liệu vào kho, vận dụng công cụ BI thành thạo và ngôn ngữ truy vấn dữ liệu đa chiều.","","IS304","","IT004"
"649","IS218","Kỹ năng tư vấn","Kỹ năng tư vấn","2","2","0","CNTC","","True","HTTT","","","","",""
"650","IS219","Pháp luật trong Thương mại điện tử","Pháp luật trong Thương mại điện tử","3","3","0","CNTC","","True","HTTT","","","","",""
"651","IS220","Xây dựng hệ thống thông tin trên các framework","Information Systems Development with Frameworks","4","3","1","CN","","True","HTTT","Môn học này trình bày các kiến trúc cơ bản của các framework, ứng dụng và đặc trưng của các công nghệ framework. Ngoài ra học phần còn cung cấp cho sinh viên các hướng tiếp cận chuyên sâu trong xây dựng các ứng dụng HTTT dựa trên các framework này.","","","",""
"652","IS225","Khai thác dữ liệu và ứng dụng","Data mining and applications","4","4","0","CN","","True","Chưa rõ","","","","",""
"653","IS232","Hệ thống thông tin kế toán","Accounting Information Systems","4","4","0","CN","","True","HTTT","Môn học trình bày các kiến thức về công tác kế toán, chu trình nghiệp vụ kế toán, tố chức và xây dựng hệ thống thông tin kế toán, thiết kế và tin học hóa công tác kế toán.","","","","IS336"
"654","IS251","Nhập môn hệ thống thông tin địa lý","Introduction to Geographic Information Systems","4","3","1","CN","","True","HTTT","Cung cấp những khái niệm, mô hình của một hệ thống thông tin địa lý, tiến trình hình thành và phát triển khoa học thông tin địa lý, phương pháp luận biểu diễn đối tượng không gian như là một thành phần của dữ liệu GIS liên kết với thành phần khác trong hệ cơ sở dữ liệu GIS là dữ liệu thuộc tính. Môn học cũng xác định các hướng hoạt động của GIS là nghiên cứu phát triển hệ thống thông tin địa lý GIS và phát triển những ứng dụng sử dụng hệ thống thông tin địa lý (GIS) trong các lĩnh vực quản lý tài nguyên, môi trường, sử dụng đất, cơ sở hạ tầng kỹ thuật, kinh tế – xã hội","","IS204","","IT004"
"655","IS252","Khai thác dữ liệu","Data Mining","4","3","1","CN","","True","HTTT","Cung cấp các kiến thức về việc khai thác tri thức tiềm ẩn trong các CSDL. Học viên được học các kiến thức về quy trình khai thác tri thức, bài toán tập phổ biến và luật kết hợp, bài toán chuỗi tuần tự, bài toán phân lớp, bài toán gom cụm và các ứng dụng của khai thác dữ liệu vào thực tiễn.","","","","MA005
IT004"
"656","IS253","Lập trình ứng dụng trên thiết bị di động","Mobile application programming","3","2","1","CN","","True","HTTT","","","NT118","","IT002"
"657","IS254","Hệ hỗ trợ quyết định","Decision Support Systems","3","3","0","CN","","True","HTTT","Môn học này dùng cho sinh viên chuyên ngành Hệ thống thông tin quản lý (MIS) và Thương mại điện tử (EC). Môn học nhằm cung cấp những khái niệm, kiến thức, kỹ năng để xây dựng và thi công hệ hỗ trợ ra quyết định. Môn học này là sự kết nối tổng hợp của nhiều môn học khác nhau: mô hình toán, cơ sở dữ liệu, hệ chuyên gia, hệ nơ- ron, xử lý ngôn ngữ tự nhiên, khoa học về quản lý, giao diện người dùng, kỹ thuật đồ họa, kỹ thuật lập trình và một số ngành khoa học nghiên cứu về tâm lý và thái độ của nhà quản lý.","","","",""
"658","IS301","Thương mại điện tử","E-commerce","3","3","0","CN","","True","HTTT","","","IS334","",""
"659","IS302","Phân tích không gian","Spatial analysis","4","3","1","CN","","True","HTTT","","","IS351","",""
"660","IS303","Hệ cơ sở dữ liệu không gian","Spatial Database Systems","4","3","1","CN","","True","HTTT","","","IS352","",""
"661","IS3033","Quản lý dự án hệ thống thông tin","IS-Project Management","4","4","0","CN","","True","HTTT","","","","",""
"662","IS304","Kho dữ liệu và OLAP","Data warehouse and OLAP","4","3","1","CN","","True","HTTT","","","IS404
IS217","",""
"663","IS305","An toàn và bảo mật HTTT","Information systems security & protection","3","3","0","CN","","True","HTTT","","","IS335","",""
"664","IS306","Hệ thống thông tin quản lý","Accounting information systems","3","3","0","CN","","True","HTTT","","","IS332","",""
"665","IS311","Đồ án hệ thống thông tin","Information Systems Project","3","3","0","ĐA","","True","HTTT","","","IS213","",""
"666","IS3303","Phân tích thiết kế hệ thống","System Analysis and Design","4","4","0","CN","","True","HTTT","","","","",""
"667","IS332","Hệ thống thông tin quản lý","Management Information Systems","3","3","0","CN","","True","HTTT","Cung cấp những khái niệm cơ sở về hệ thống thông tin quản lý, các yếu tố cấu thành, vai trò, vị trí và tầm quan trọng của hệ thống trong tổ chức; những phương thức mà hệ thống trợ giúp các hoạt động kinh doanh, hỗ trợ việc ra quyết định và tạo ra lợi thế cạnh tranh; quy trình tổ chức và phương pháp tiến hành giải quyết những vấn đề kinh doanh bằng hệ thống thông tin dựa trên cơ sở công nghệ thông tin; nghiên cứu một vài hệ thống thông tin tiêu biểu dưới dạng nghiên cứu tình huống (Case Study)","","","","IS201"
"777","MM106","Thu thập và phân tích khám phá dữ liệu truyền thông đa phương tiện","Data Collection and Exploratory Analysis for Multimedia","3","2","1","CSN","","True","CNPM","","","","","IT001"
"778","MM107","Học máy ứng dụng trong truyền thông đa phương tiện","Applied Machine Learning for Multimedia","3","2","1","CSN","","True","CNPM","","","","","IT001"
"779","MM108","Tiếp thị số","Digital Marketing","3","2","1","CSN","","True","CNPM","","","","",""
"668","IS334","Thương mại điện tử","E-Commerce","3","3","0","CN","","True","HTTT","Cung cấp các khái niệm cơ bản về thương mại điện tử và việc sử dụng CNTT để phát triển các ứng dụng thương mại điện tử, cách thức hoạch định kế hoạch kinh doanh TMĐT bao gồm mô hình kinh doanh và chiến lược kinh doanh điện tử, kiểm soát thực thi kế hoạch này. Sinh viên nắm được các công cụ để triển khai TMĐT như xây dựng website thương mại điện tử, thanh toán điện tử, công cụ làm Marketing trực tuyến.","","","",""
"669","IS335","An toàn và bảo mật hệ thống thông tin","Information Systems Security","3","3","0","CN","","True","HTTT","Môn học tập trung vào hai phần chính là an toàn hệ thống và bảo mật dữ liệu. Trong phần bảo mật dữ liệu, học viên được cung cấp kiến thức về mã hóa thông tin và ứng dụng. Trong phần an tòan dữ liệu, học viên sẽ được cung cấp kiến thực về an toàn thông tin và cách dùng chúng để bảo vệ các hệ điều hành, hệ thống mạng, hệ thống phần mềm.","","","","IT005
IT004"
